ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001193125-26-094055	2872280	Common Shares				32807.0				I		By J. Knight Generation Skipping Irrevocable Trust	
0001193125-26-094054	2872352	Common Shares				304504.0	F5			I		By JAMN Limited Partnership, LLP	
0001193125-26-094054	2872354	Common Shares				9837031.0	F5			I		In closely held LLC	
0001193125-26-094054	2872353	Common Shares				37601.0				I		By N. Knight Generation Skipping Irrevocable Trust	
0001193125-26-094051	2871704	Common Voting Shares, $.01 par value per share				116.0				D			
0001628280-26-015233	2872135	Class A Common Stock				5068.0				D			
0000897069-26-000592	2872011	Common Shares - Restricted Stock Units				7360.24	F2			D			
0000887343-26-000103	2872012	Common Stock				3650.0				I		by family trust	
0000887343-26-000103	2872013	Common Stock				1876.0				I		by 401(k)	
0001628280-26-015230	2871865	Class A Common Stock				6957.0				D			
0000946673-26-000036	2872317	Common Stock,  $0.01 par value per share				336.0				I		By 401(k) Plan	
0001628280-26-015227	2871914	$.01 PV CL B STK				183445.0				D			
0001628280-26-015226	2872327	$.01 PV CL B STK				1287.0				D			
0001628280-26-015225	2871755	$.01 PV CL B STK				2453.0				D			
0001680115-26-000012	2872368	Common stock				1908.0				I		Reporting Person's children	
0001628280-26-015224	2872148	$.01 PV CL B STK				747911.0				D			
0001225208-26-003273	2871709	Common				11220.0				D		By Spouse	
0001225208-26-003273	2871711	Common				12739.0				I			
0001225208-26-003273	2871710	Common				716.0				I		John M. Wasson Remainder Trust 2022	
0001454378-26-000012	2871972	Common Stock				146229.0				I		By SLAT	
0001193125-26-094011	2872284	"Common stock, par value $0.01 per share (""Common Stock"")"				6379646.0				I		See Footnotes	F2, F3, F1
0001227095-26-000005	2872307	Common Shares, $.0011 par value per share				100.0				I		By Household	F1
0001662991-26-000030	2871694	Common Stock, par value $0.00001 per share				504066.0				I		Paradis Family LLC	F5
0001662991-26-000030	2871695	Common Stock, par value $0.00001 per share				233000.0				I		By spouse	
0001662991-26-000029	2872378	Common Stock, par value $0.00001 per share				947370.0				I		Cerro Gordo LLC	
0001662991-26-000029	2872379	Common Stock, par value $0.00001 per share				1508454.0				I		By Charles G. Youakim 2020 Irrevocable GST Trust	F5
0001479079-26-000013	2872237	Common Stock				167000.0				I		By Revocable Trust	
0001402051-26-000018	2872099	Common Stock				233924.0				I		By the Katie Procter Dynasty Trust	
0001628280-26-015206	2871879	Common Stock				849.98	F3			I		Held By Trustee of PG&E Corporation Retirement Savings Plan	
0001104659-26-024119	2872079	Class B Common Stock				92654.0				I		By 401(K) Plan	
0001104659-26-024119	2872078	Class B Common Stock				29155.0				I		By spouse	
0001182633-26-000006	2872234	Common Stock				5423.0				I		By Melvin Sharoky C/F Nolan M. Wink UTMA/FL	F3
0001182633-26-000006	2872235	Common Stock				5007.0				I		By Melvin Sharoky C/F Sophie C. Wink UTMA/FL	F4
0001182633-26-000006	2872236	Common Stock				3724.0				I		By Melvin Sharoky C/F Tulia L. Sharoky UTMA/FL	F5
0001182633-26-000006	2872233	Common Stock				819.0				I		By Melvin Sharoky C/F Adler J. Wink UTMA/FL	F2
0001182633-26-000006	2872231	Common Stock				6847.0				I		By spouse	
0001182633-26-000006	2872232	Common Stock				5000.0				I		By Padonia, LLC	F1
0001193125-26-093988	2872358	Common Stock				83240.0				I		By IRA	
0001193125-26-093988	2872360	Common Stock				4921.0				I	F2	By ESOP	
0001193125-26-093988	2872359	Common Stock				1280.0				I		By Spouse in IRA	
0001193125-26-093988	2872357	Common Stock				13900.0				I		By 401(k)	
0001193125-26-093987	2871826	Common Stock				229460.0				I		See Footnote	F1
0001193125-26-093987	2871825	Common Stock				87237.0				I		See Footnote	F1
0001193125-26-093985	2872397	Common Stock				22682.0				I	F2	By 401(k)	
0001193125-26-093985	2872398	Common Stock				4921.0				I	F2	By ESOP	
0001683168-26-001527	2872146	Common Stock				20000.0				I		By Spouse	
0001566391-26-000010	2871832	Common Stock, par value $.01 per share				212680.0				I		By Meaney Master Trust #2	
0001566391-26-000010	2871831	Common Stock, par value $.01 per share				82970.0				I		By Meaney 2024 Master Trust	
0000354190-26-000036	2872188	Common Stock				10560.0				I		By Spouse as Trustee	F3
0000354190-26-000036	2872189	Common Stock				36442.66				D		Gallagher 401(k) plan account	
0000354190-26-000036	2872190	Common Stock				491.14				I		By Trust	
0000354190-26-000036	2872191	Common Stock				83407.25				I			
0001628280-26-015169	2872000	Common Stock				12000.0				I		By Trust	
0001193125-26-093954	2871805	Common Stock				62281.0				I		As Trustee	
0000793074-26-000074	2872131	Common Stock				2519.22				D			
0001496472-26-000002	2872383	Common Stock				358.0				I		by Merrill Lynch under AECOM Retirement & Savings Plan (RSP)	
0001225208-26-003270	2872426	Common Stock				556.51	F1			I			
0001225208-26-003270	2872425	Restricted Stock Units				1925.18				D		By 401(k) Plan	
0001249565-26-000002	2872088	Common Stock				2431.0				I		By Trust	
0002009786-26-000004	2871726	Common Stock				11928.51	F1			D			
0000900764-26-000020	2871935	Depositary Shares for Series B Preferred Stock	F1			60000.0				I		Stallings Foundation	F5
0000900764-26-000020	2871936	Common Stock				293291.0				D		SCG Ventures LP	F4
0000900764-26-000020	2871934	Common Stock				90039.0				I		SCG Ventures LP	F4
0000900764-26-000020	2871937	Depositary Shares for Series B Preferred Stock	F1			360913.0				I			
0001193125-26-093912	2871814	Common Stock				227789.0				D			
0001193125-26-093910	2871978	Common Stock				75873.0				D			
0001827584-26-000002	2872208	Common Stock				475.0				I		By daughter	F2
0001225208-26-003264	2871859	Common Stock				10000.0				I		By IRA	
0001225208-26-003264	2871860	Common Stock				5792.0				I		By Stock Award	F1
0001104659-26-024084	2871887	COMMON STOCK				296736.0				I		HELD BY SPOUSE	
0000022356-26-000096	2871904	Common Stock				17701.0				I		401(k)	
0001193125-26-093894	2871725	Common Stock				60000.0				I			
0001193125-26-093894	2871724	Common Stock				60000.0				D		See footnote	F1
0001907321-26-000003	2872187	Common Stock				350.0				I		By Spouse	
0000022356-26-000094	2872394	Common Stock				1463.0				I		401(k)	
0001704635-26-000004	2872406	Common Stock				5799.0				I		Spouse\'s IRA	
0001437749-26-007054	2871861	Common Stock				13334.0				I		Spouse	
0001698957-26-000006	2872371	Common Stock				276.0				D			
0002113684-26-000002	2872328	Common Stock				191158.0				D			
0002116569-26-000002	2872154	Ternium ADS				157.0				D			
0001193125-26-093599	2872251	Woodward, Inc. Common Stock				407.0				I		By Woodward Retirement Savings Plan	F18
0001193125-26-093541	2872365	Woodward, Inc. Common Stock				892.0				I		By Woodward Retirement Savings Plan	F10
0001213900-26-024043	2872090	Ordinary Shares				266667.0				D			
0001193125-26-093502	2871895	Common Stock				369088.0				I		By ACP 2021 Trust	F4, F3
0001214659-26-002866	2872373	Common Stock, $0.01 par value				2000.0				I		See footnote.	F2
0000912562-26-000053	2872145	Common Stock (401k)				333.91				I		401k	
0000905148-26-001172	2872200	Class A Common Stock				1209866.0	F1			D			
0000905148-26-001171	2871913	Class A Common Stock				702827.0	F1			D			
0000021344-26-000087	2872311	Common Stock, $.25 Par Value				5740.0	F2			I		By 401(k) Plan	
0001225208-26-003228	2872302	Common Stock				58117.0				I		By Trust	
0001225208-26-003228	2872303	Common Stock				26824.0				I		Joint Account	
0001225208-26-003227	2871989	Common Stock				38117.0				I		By Spouse	
0001225208-26-003227	2871990	Common Stock				26824.0				I		Joint Account	
0001477932-26-001184	2872266	Ordinary shares				2875000.0				I		By sponsor	F1
0001903665-26-000004	2872206	Common Stock, par value $.004				4371.0				I			
0001903665-26-000004	2872205	Common Stock, par value $.004				10319.0				D		401(k) Plan	
0000313927-26-000179	2872400	Common Stock				424.0				D			
0000313927-26-000179	2872399	Common Stock				358.0				D		by Spouse Registered Pension Plan	
0000313927-26-000179	2872401	Common Stock				567.0				D			
0000313927-26-000179	2872403	Common Stock				7505.0				D			
0000313927-26-000179	2872402	Common Stock				1400.0				I			
0000021344-26-000085	2871773	Common Stock, $.25 Par Value				44678.0				I		By Wife	
0000021344-26-000085	2871774	Common Stock, $.25 Par Value				8944.0	F2			I		By 401(k) Plan	
0000021344-26-000083	2872203	Common Stock, $.25 Par Value				44608.0				I		By Corporation	F2
0001024547-26-000006	2871842	Common Stock				67093.0				I		McKim 2025 Annuity Trust	
0001024547-26-000006	2871844	Common Stock				34027.0				D			
0001024547-26-000006	2871843	Common Stock				100000.0				I		McKim 2026 Annuity Trust	
0001903596-26-000054	2871911	Common Stock				94078.0				D			
0001903596-26-000053	2872063	Common Stock	F4			165698.0				I		Trustee	
0001903596-26-000053	2872069	Common Stock				2061666.0				I			
0001903596-26-000053	2872068	Common Stock				136060.0				I		by SBTB, L.P.	
0001903596-26-000053	2872067	Common Stock				1255247.0				I		Spouse	
0001903596-26-000053	2872060	Common Stock				1113205.0				D		Trustee	
0001903596-26-000053	2872061	Common Stock	F2			156637.0				I		Trustee	
0001903596-26-000053	2872062	Common Stock	F3			9056.0				I		Trustee	
0001903596-26-000053	2872064	Common Stock	F4			165699.0				I		Trustee	
0001903596-26-000053	2872065	Common Stock	F4			165698.0				I		Trustee	
0001903596-26-000053	2872066	Common Stock	F4			165698.0				I		by Sky Investments LLC	
0001225208-26-003219	2872080	Common Stock				458658.0				D		Bray & Oakley Insurance	
0001225208-26-003219	2872082	Common Stock				1000.0				I			
0001225208-26-003219	2872081	Common Stock				36800.0				I		By Spouse	
0000935596-26-000003	2872019	Class B Common Stock				4751974.0				D			
0001654954-26-001915	2871916	Community Bancorp. Common Stock				6062.0				D			
0001654954-26-001915	2871915	Community Bancorp. Common Stock				954.52				D			
0001470831-26-000245	2872121	Common Stock				500000.0				D		By Spouse	
0001470831-26-000245	2872122	Common Stock				350.0				I			
0001193125-26-092716	2872151	Common Stock (401-K Plan)				3986.0				I		By 401-K Trust	
0001193125-26-092713	2871924	Common Stock (401-K Plan)				139.0				I		By 401-K Trust	
0001193125-26-092709	2872320	Common Stock (401-K Plan)				6562.0				I		By 401-K Trust	
0001193125-26-092709	2872321	Common Stock				533.0				I		By spouse	
0001193125-26-092705	2872204	Common Stock (401-K Plan)				368.0				I		By 401-K Trust	
0001193125-26-092700	2872346	Class A Common Shares, $.01 par value per share				57668.0				D		By Trust	
0001193125-26-092700	2872347	Common Voting Shares, $.01 par value per share				41128.0				I			
0001193125-26-092700	2872348	Common Voting Shares, $.01 par value per share				6484.0				D			
0001193125-26-092695	2872097	Common Stock (401-K Plan)				2135.0				I		By 401-K Trust	
0001193125-26-092690	2872141	Common Voting Shares, $.01 par value per share				585666.0				I			
0001193125-26-092690	2872142	Common Voting Shares, $.01 par value per share				0.0				D			
0001193125-26-092690	2872140	Class A Common Shares, $.01 par value per share				0.0				D		Revocable Living Trust	
0001443575-26-000081	2871927	Common Stock				16680.0				D			
0001193125-26-092670	2872114	Common Voting Shares, $.01 par value per share				0.0				D			
0001802156-26-000031	2871786	Class B Common Stock				185904.0				D			
0001193125-26-092556	2871973	Class B Common Stock				2289.0				I		By Gregory E. Abel Revocable Trust	F1
0001193125-26-092556	2871974	Class B Common Stock				74.0				I		By spouse as custodian for minor child	
0001493152-26-008924	2872308	Common Stock				2171372.0				D			
0001437749-26-006974	2871770	Common Stock				406.81				I		By Spouse	F1
0000905148-26-001158	2871819	Class A Common Stock				1672693.0	F1			D			
0001143335-26-000016	2872443	Common Stock				615260.0				I		By Riverview Financial Corp.	
0001143335-26-000016	2872444	Common Stock				30667.0				I		By Spouse	
0001143335-26-000016	2872442	Common Stock				3483955.0				D			
0001143335-26-000016	2872446	Series B Preferred Stock				169797.0				I		By Riverview Financial Corp	
0001143335-26-000016	2872447	Series B Preferred Stock				3704.0				I		By Spouse	
0001143335-26-000016	2872445	Common Stock				333643.0				I		By Fields Management, Inc.	
0001716837-26-000008	2872163	Class A Common Stock				42500.0				I		Wood 2020 Irrevocable Trust	
0001716837-26-000008	2872166	Class A Common Stock				72699.0				I		The Anthony J. Wood 2026 Annuity Trust V	
0001716837-26-000008	2872165	Class A Common Stock				81445.0				I		The Anthony J. Wood 2025 Annuity Trust V-B	
0001716837-26-000008	2872164	Class A Common Stock				64976.0				I		The Anthony J. Wood 2024 Annuity Trust V-B	
0001225208-26-003208	2872086	Common Stock				11800.0				I		By Family Trust	
0001951665-26-000002	2872098	Class A Common Stock				600.0				I		Charles D. Collier Revocable Trust	
0001214659-26-002851	2871964	Common Stock				130055.0				I		By Trustee of Profit Sharing Plan	
0001214659-26-002851	2871963	Common Stock				500000.0				I		By Reporting Person's 2025-D Trust	
0001214659-26-002851	2871961	Common Stock				3637.0				I		By Reporting Person's 2024-B Trust	
0001214659-26-002851	2871960	Common Stock				121898.0				I		By Reporting Person's 2023-B LLC	
0001214659-26-002851	2871959	Common Stock				120754.0				I		By Reporting Person's 2023-A LLC	
0001214659-26-002851	2871958	Common Stock				85584.0				I		By Reporting Person's 2022-A LLC	
0001214659-26-002851	2871957	Common Stock				331685.0				I		By Reporting Person's 2022 LLC	
0001214659-26-002851	2871956	Common Stock				231268.0				I		By Reporting Person's 2003 Trust	
0001214659-26-002851	2871955	Common Stock				279504.0				I		By Spouse of Reporting Person's Trust	
0001214659-26-002851	2871954	Common Stock				287858.0				I		By Reporting Person's 2012 Trust	
0001214659-26-002851	2871962	Common Stock				1000000.0				I		By Reporting Person's 2025-B Trust	
0000354190-26-000034	2872177	Common Stock				418.7				I		Gallagher 401(k) plan account	
0000354190-26-000034	2872176	Common Stock				66703.0				I		By Irrevocable Trust	
0000354190-26-000034	2872175	Common Stock				255965.0				I		By Corporation	
0000354190-26-000034	2872174	Common Stock				5328.0				I		By Spouse's Trust	F5
0000905148-26-001156	2871966	Class A Common Stock				7686960.0	F2, F3, F1			I		See footnote	F4
0001193125-26-092231	2871732	Common Stock				4819393.0				I		By Grantor Trust	
0001225208-26-003186	2872366	Common Stock				15625.0				I		By Family Trust	
0000905148-26-001154	2871696	Class A Common Stock				7686960.0	F2, F3, F1			I		See footnote	F4
0001193125-26-092219	2871788	Common Stock				662407.0	F2			I		By The Kyle and Amy Brown Family Trust, dated February 4, 2019	
0001193125-26-092219	2871789	Common Stock				12908.53	F3			I		By Spouse	
0001193125-26-092218	2871733	Common Stock				10172.0				I		By The Estes Revocable Trust, dated January 12, 1990	
0002103553-26-000002	2872265	Common Stock, $0.001 par value				35.0				I		By Child	
0001608425-26-000002	2872039	Common Stock, $0.001 par value				785.0	F4			I		By Child 3	
0001608425-26-000002	2872040	Common Stock, $0.001 par value				785.0	F4			I		By spouse as custodian for Child 4	
0001608425-26-000002	2872038	Common Stock, $0.001 par value				785.0	F4			I		By Child 2	
0001608425-26-000002	2872037	Common Stock, $0.001 par value				785.0	F4			I		By Child 1	
0001608425-26-000002	2872036	Common Stock, $0.001 par value				797184.0	F3			I		By Trust	
0001628280-26-014960	2871793	Common Stock				136.0				I		As custodian for UTMA Accounts for minors	F2, F3
0001628280-26-014960	2871794	Common Stock				45.0				I		By Trust UW B Press	F4, F3
0001628280-26-014960	2871795	Common Stock				1000.0				I		By Spouse	F3, F5
0001357615-26-000095	2872047	Common Stock				14520.0				I		By Spouse	
0001104659-26-023661	2872257	Common Stock, par value $0.01 per share				74190990.0				I		See footnotes.	F1
0001671445-26-000004	2872277	Class A Common Stock				920901.0				I		See Footnote	F7
0001671445-26-000004	2872276	Class A Common Stock				31729.0				I		See Footnote	F6
0001193125-26-092164	2872245	Common Stock				5147.0				I		See Footnote	F8
0001193125-26-092164	2872246	Common Stock				20570.0				I		See Footnote	F9
0001193125-26-092164	2872249	Common Stock				10000.0				I		See Footnote	F12
0001193125-26-092164	2872248	Common Stock				34000.0				I		See Footnote	F11
0001193125-26-092164	2872247	Common Stock				40000.0				I		See Footnote	F10
0001193125-26-092158	2872396	Common Stock				11571.0				I		Custodial Account for Child	F9
0001193125-26-092158	2872395	Common Stock				11571.0				I		Custodial Account for Child	F8
0001570836-26-000005	2872169	Common Stock				1000000.0				I		By 2025 Trust	
0001570836-26-000005	2872168	Common Stock				102142.0				I		By 2024 Trust	
